,Age,Height,Market_Value,Months_left,Sub_app,Mins,Goals,Assists,PS%,MotM,Rating,CrAss,CorAss,ThrbAss,FreAss,OthAss,BlkSh,BlkCr,BlkPs,TotClr,Fouled,Fouls,SYBGs,PAGs,OOBGs,TotInt,COF,UnTch,Dispo,SYBSh,Card,League_EPL,League_Laliga,League_Ligue1,League_SerieA,Foot_left,Foot_right,Position_Group_Tiền vệ,Position_Group_Tiền đạo,Continent_Grouped_Europe,Continent_Grouped_Other,Club_Group_Lower Tier,Club_Group_Mid-High Tier,Club_Group_Mid-Tier,Club_Group_Top Tier,Club_Group_Upper Tier
0,22,188,18.0,49.0,5.0,1619.0,7,2,70.4,3,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.8,1.2,0.6,0.0,0.2,0.0,0.2,0.2,1.7,1.4,0.1,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
1,27,186,2.0,37.0,14.0,1383.0,2,1,81.9,0,6.55,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.6,0.3,0.6,0.0,0.1,0.0,0.2,0.1,1.2,0.7,0.1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2,32,181,6.0,13.0,5.0,1812.0,11,4,75.6,2,6.76,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.3,1.2,0.6,0.1,0.3,0.0,0.1,0.3,1.4,0.8,0.2,3,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
3,27,173,20.0,49.0,10.0,1295.0,3,3,91.0,1,6.68,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.9,0.3,0.2,0.0,0.0,0.1,0.3,0.0,0.4,0.1,0.0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
4,20,188,50.0,49.0,2.0,1250.0,1,0,94.1,0,6.85,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.6,0.5,0.9,0.0,0.0,0.1,0.2,0.0,0.7,0.1,0.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
5,26,185,1.5,25.0,4.0,1047.0,5,2,63.7,1,6.82,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.9,0.9,0.8,1.2,0.0,0.2,0.1,0.2,0.1,1.9,1.1,0.0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6,34,195,0.8,13.0,0.0,180.0,0,0,63.7,0,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,28,193,12.0,13.0,0.0,2790.0,0,1,73.4,0,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8,23,180,6.5,37.0,4.0,1526.0,0,1,75.6,1,6.56,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.2,2.1,1.1,0.8,0.0,0.0,0.0,0.4,0.0,0.9,0.5,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
9,26,176,12.0,25.0,3.0,1901.0,9,2,83.2,3,6.97,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.3,1.3,1.0,0.0,0.3,0.1,0.6,0.1,2.9,1.7,0.0,4,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
10,18,186,1.0,37.0,4.0,134.0,0,0,91.6,0,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11,24,183,50.0,61.0,2.0,1562.0,1,2,91.1,0,7.08,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.7,1.1,1.4,0.4,0.1,0.0,0.0,0.7,0.2,1.7,1.0,0.1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
12,27,178,20.0,13.0,12.0,1256.0,0,1,81.3,0,6.53,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.9,0.3,0.8,0.0,0.0,0.0,0.7,0.0,0.2,0.3,0.0,7,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
13,23,187,7.5,37.0,1.0,436.0,0,0,92.3,0,6.57,0.0,0.0,0.0,0.0,0.0,1.1,0.3,0.6,4.0,0.7,0.6,0.0,0.0,0.0,1.3,0.0,0.4,0.0,0.0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
14,24,180,22.0,37.0,12.0,622.0,2,0,81.9,0,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.2,0.5,0.5,0.0,0.1,0.0,0.0,0.4,1.1,0.4,0.1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
15,27,192,3.0,13.0,7.0,1237.0,0,0,83.6,0,6.57,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.4,3.6,0.6,0.4,0.0,0.0,0.0,1.1,0.0,0.2,0.2,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
16,28,185,6.0,13.0,10.0,1009.0,1,1,81.4,0,6.42,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.3,3.6,0.3,0.8,0.0,0.1,0.0,0.4,0.0,0.3,0.1,0.0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
17,25,187,16.0,49.0,6.0,370.0,1,1,88.3,0,6.61,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.2,0.2,0.0,0.1,0.0,0.2,0.1,0.6,0.4,0.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
18,25,189,2.5,1.0,4.0,799.0,5,0,56.2,1,6.67,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.4,0.5,0.9,0.2,0.2,0.0,0.3,0.6,1.9,0.6,0.2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
19,33,177,4.0,13.0,0.0,2520.0,11,5,83.8,2,6.73,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.4,0.3,0.9,0.4,0.1,0.3,0.0,0.2,0.3,1.6,1.2,0.2,3,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
20,29,186,5.0,1.0,3.0,377.0,1,0,73.1,0,6.29,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.4,1.0,0.6,0.0,0.1,0.0,0.0,0.3,1.9,1.3,0.0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
21,22,181,0.8,37.0,6.0,287.0,1,1,79.5,0,6.35,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.4,0.3,0.6,0.5,0.1,0.0,0.0,0.4,0.0,1.0,0.5,0.1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,24,183,38.0,37.0,1.0,2637.0,1,8,89.8,3,6.95,0.1,0.0,0.1,0.0,0.1,0.3,0.1,0.7,1.5,1.5,0.7,0.0,0.0,0.0,0.8,0.0,0.7,0.8,0.0,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
23,23,180,10.0,37.0,12.0,1362.0,3,5,67.1,2,6.74,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.7,0.7,0.7,0.7,0.0,0.1,0.0,0.4,0.4,1.4,0.5,0.1,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
24,27,184,10.0,13.0,0.0,2464.0,1,7,75.4,2,6.98,0.1,0.0,0.0,0.0,0.1,0.3,0.2,0.8,1.3,0.3,1.1,0.0,0.0,0.0,0.7,0.4,1.3,0.7,0.1,6,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
25,33,186,1.0,1.0,7.0,1893.0,0,0,89.7,0,6.49,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.3,2.7,0.6,0.3,0.0,0.0,0.0,0.9,0.1,0.5,0.1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
26,39,185,0.5,1.0,5.0,1079.0,0,0,76.1,0,6.26,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,1.4,0.5,1.0,0.0,0.0,0.0,0.9,0.1,0.6,0.4,0.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
27,26,194,14.0,25.0,1.0,2328.0,1,2,83.1,0,6.98,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,3.5,1.1,1.3,0.0,0.0,0.0,1.5,0.0,0.7,0.3,0.0,7,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
28,20,183,28.0,49.0,7.0,1455.0,3,3,77.6,0,6.79,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.5,1.2,0.6,0.0,0.1,0.0,0.4,0.4,1.6,1.3,0.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
29,22,175,4.0,13.0,22.0,754.0,2,2,71.4,0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.5,0.5,0.0,0.1,0.0,0.0,0.4,1.2,0.9,0.1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
30,26,170,6.0,37.0,6.0,75.0,0,0,84.8,0,6.12,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.3,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
31,26,186,4.0,13.0,18.0,836.0,0,0,81.8,0,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.4,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.8,0.3,0.0,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
32,22,174,7.0,37.0,10.0,634.0,0,1,82.5,0,6.4,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.4,1.2,0.4,0.9,0.0,0.0,0.0,0.5,0.0,0.7,0.2,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
33,24,185,24.0,49.0,0.0,2439.0,0,0,84.9,1,6.78,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.8,5.2,0.6,0.4,0.0,0.0,0.0,1.3,0.0,0.6,0.3,0.0,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
34,20,180,22.0,1.0,9.0,1395.0,0,2,86.6,0,6.33,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.9,0.8,0.0,0.7,0.0,0.0,0.0,0.9,0.0,0.7,0.5,0.0,5,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
35,18,191,10.0,49.0,3.0,48.0,0,0,83.3,0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,2.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
36,22,183,9.0,49.0,8.0,417.0,0,0,81.3,0,6.23,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.0,0.8,0.9,0.0,0.0,0.0,0.5,0.0,1.0,0.3,0.0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
37,28,191,12.0,37.0,1.0,2357.0,1,4,87.0,0,6.73,0.0,0.0,0.0,0.0,0.1,0.2,0.0,1.0,1.7,1.9,1.1,0.0,0.0,0.0,0.9,0.0,1.0,0.5,0.1,10,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
38,21,197,7.5,49.0,6.0,84.0,0,0,87.7,0,6.22,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.1,0.1,0.4,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
39,19,183,9.0,49.0,5.0,427.0,0,3,71.7,0,6.55,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.2,0.0,0.3,1.2,0.0,0.0,0.0,0.3,0.4,2.7,0.6,0.2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
40,28,187,3.0,37.0,0.0,2454.0,0,0,83.2,0,6.55,0.0,0.0,0.0,0.0,0.0,0.7,0.2,1.1,4.1,1.6,1.9,0.0,0.0,0.0,1.0,0.0,0.8,0.2,0.1,9,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
41,27,188,2.0,25.0,10.0,768.0,1,2,65.8,0,6.51,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.6,0.9,0.8,0.0,0.1,0.0,0.1,0.8,1.4,0.7,0.1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
42,28,185,17.0,37.0,5.0,935.0,0,2,76.7,1,6.68,0.1,0.0,0.0,0.0,0.0,0.2,0.4,1.3,1.8,0.6,0.9,0.0,0.0,0.0,1.0,0.0,0.6,0.4,0.0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
43,21,195,65.0,49.0,2.0,2257.0,12,5,67.6,3,6.96,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.7,0.6,0.9,0.0,0.3,0.1,0.2,0.6,1.9,1.7,0.1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
44,29,186,5.5,1.0,2.0,1466.0,0,0,76.2,0,6.79,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.7,4.2,0.5,1.2,0.0,0.0,0.0,1.4,0.0,0.5,0.3,0.1,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
45,31,189,2.5,49.0,2.0,895.0,2,2,69.0,2,6.82,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.4,1.2,0.6,0.0,0.2,0.0,0.3,0.5,2.0,1.2,0.1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
46,19,186,18.0,49.0,12.0,624.0,4,1,82.9,1,6.56,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.2,0.8,0.4,0.0,0.2,0.0,0.1,0.0,1.0,0.8,0.1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
47,30,194,0.7,13.0,3.0,390.0,0,0,86.7,0,6.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,4.1,0.1,0.3,0.0,0.0,0.0,1.1,0.0,0.3,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
48,25,186,1.0,1.0,6.0,1397.0,2,0,70.7,1,6.43,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,0.7,0.6,0.0,0.0,0.0,0.5,0.1,1.2,0.8,0.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
49,21,188,15.0,1.0,7.0,218.0,1,0,79.4,0,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.6,0.4,0.0,0.0,0.1,0.1,0.1,1.4,0.9,0.1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
50,22,184,50.0,49.0,5.0,1397.0,0,0,86.6,1,6.73,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,3.0,0.7,0.5,0.0,0.0,0.0,0.8,0.0,1.0,0.4,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
51,27,181,18.0,37.0,9.0,1805.0,2,2,84.7,2,6.59,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6,0.5,0.2,0.2,0.0,0.0,0.0,0.2,0.1,1.2,0.8,0.0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
52,22,193,17.0,1.0,2.0,2281.0,1,0,85.4,2,6.91,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.7,5.3,0.3,0.3,0.0,0.0,0.0,1.8,0.0,0.7,0.3,0.1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
53,25,180,15.0,37.0,12.0,1515.0,2,1,70.3,0,6.51,0.0,0.0,0.0,0.0,0.0,0.3,0.1,1.2,0.7,1.0,1.4,0.0,0.0,0.0,0.4,0.1,1.5,1.0,0.2,5,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
54,38,189,0.6,13.0,5.0,1582.0,0,2,66.6,0,6.72,0.1,0.0,0.0,0.0,0.0,0.3,0.2,0.3,3.3,0.2,0.6,0.0,0.0,0.0,0.7,0.0,0.3,0.2,0.0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
55,35,175,0.5,1.0,10.0,200.0,1,0,63.4,0,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.1,0.0,0.1,0.0,0.2,0.0,0.2,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
56,26,194,5.5,1.0,0.0,1004.0,0,2,78.7,1,7.04,0.1,0.0,0.1,0.0,0.0,0.7,0.3,0.6,6.2,0.5,1.2,0.0,0.0,0.0,1.6,0.0,0.6,0.3,0.0,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
57,25,196,6.0,13.0,2.0,27.0,0,0,100.0,0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
58,27,184,3.0,37.0,13.0,1086.0,2,0,72.6,0,6.33,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.9,0.5,1.0,0.0,0.1,0.0,0.5,0.3,0.4,0.1,0.1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
59,24,190,3.0,37.0,0.0,270.0,0,0,75.5,0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
60,23,183,5.5,1.0,4.0,509.0,1,2,82.7,0,6.81,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.3,1.9,0.7,0.4,0.1,0.0,0.0,0.3,0.0,0.2,0.6,0.1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
61,26,190,13.0,13.0,0.0,2790.0,1,0,78.5,0,6.7,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.5,5.0,0.4,1.1,0.0,0.0,0.0,1.4,0.1,0.4,0.2,0.1,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
62,31,187,1.5,13.0,0.0,1805.0,0,1,79.5,1,6.67,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4,3.9,0.2,0.7,0.0,0.0,0.0,1.1,0.0,0.9,0.3,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
63,24,183,7.0,1.0,8.0,615.0,0,1,73.7,0,6.24,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.4,1.1,0.1,0.1,0.0,0.0,0.0,0.4,0.1,0.4,0.4,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
64,20,180,1.0,25.0,2.0,20.0,0,0,25.0,0,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
65,24,191,2.5,13.0,0.0,1872.0,0,1,88.0,0,6.6,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.8,3.8,0.5,0.9,0.0,0.0,0.0,0.7,0.0,0.5,0.1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,20,172,0.025,1.0,2.0,13.0,0,0,50.0,0,6.02,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
67,27,181,25.0,25.0,1.0,1610.0,1,4,78.5,1,6.94,0.1,0.0,0.0,0.0,0.1,0.3,0.2,0.8,1.8,0.4,1.0,0.0,0.0,0.0,0.4,0.3,0.7,0.4,0.0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
68,25,190,2.5,49.0,0.0,1230.0,1,0,88.9,0,6.34,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.7,4.1,0.3,1.1,0.0,0.1,0.0,0.8,0.2,0.5,0.3,0.0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
69,26,186,50.0,13.0,0.0,1763.0,2,0,94.1,1,7.22,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,2.3,0.6,1.0,0.0,0.1,0.0,1.7,0.0,0.3,0.2,0.2,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
70,29,189,7.0,1.0,2.0,2206.0,2,0,87.3,2,6.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,7.9,0.2,0.3,0.1,0.0,0.0,1.2,0.0,0.3,0.0,0.2,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
71,28,179,22.0,25.0,7.0,1459.0,8,2,72.8,0,6.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.7,0.9,0.1,0.2,0.1,0.1,0.4,1.9,1.1,0.4,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
72,26,173,3.0,25.0,12.0,651.0,0,0,88.4,0,6.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.3,0.6,1.3,0.0,0.0,0.0,0.3,0.0,0.4,0.4,0.0,4,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
73,26,180,6.0,1.0,10.0,1317.0,2,2,83.8,0,6.43,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.9,0.8,0.6,0.0,0.1,0.0,0.4,0.2,0.9,0.5,0.0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
74,29,177,1.0,1.0,2.0,296.0,0,0,92.3,0,6.25,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.5,0.5,0.6,0.0,0.0,0.0,0.6,0.0,0.1,0.4,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
75,22,183,0.55,1.0,9.0,383.0,0,2,75.4,0,6.21,0.2,0.1,0.0,0.0,0.0,0.2,0.1,0.3,1.9,0.5,0.5,0.0,0.0,0.0,0.4,0.1,0.4,0.1,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
76,31,183,3.5,37.0,0.0,2296.0,2,0,82.3,1,6.95,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.7,4.4,1.3,1.7,0.1,0.0,0.0,1.6,0.0,0.7,0.3,0.1,13,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
77,26,194,40.0,37.0,0.0,2275.0,0,0,87.3,0,6.65,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.2,3.0,0.2,1.2,0.0,0.0,0.0,0.9,0.0,0.5,0.2,0.1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
78,23,185,17.0,1.0,9.0,351.0,2,1,79.8,1,6.46,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.8,0.0,0.1,0.1,0.0,0.1,0.8,0.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
79,19,196,12.0,37.0,8.0,949.0,0,0,84.7,0,6.5,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.5,4.1,0.1,0.4,0.0,0.0,0.0,0.6,0.0,0.5,0.1,0.0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
80,29,185,9.0,25.0,4.0,1994.0,0,1,89.0,0,6.61,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,1.4,0.7,0.8,0.0,0.0,0.0,1.1,0.0,0.9,0.2,0.0,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
81,27,182,3.5,13.0,2.0,1765.0,1,1,77.2,0,6.42,0.0,0.0,0.0,0.0,0.0,0.4,0.1,1.2,0.8,1.7,0.5,0.0,0.0,0.0,0.7,0.0,1.3,1.0,0.0,8,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
82,22,181,25.0,61.0,6.0,192.0,0,0,69.7,0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.3,0.0,0.0,0.0,0.0,0.6,1.0,0.3,0.3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
83,28,172,18.0,1.0,7.0,195.0,2,0,80.3,1,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.1,0.1,0.0,0.0,1.0,0.8,0.0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
84,31,186,7.0,13.0,5.0,2061.0,3,0,90.1,0,6.7,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.4,3.0,0.7,0.8,0.0,0.1,0.0,0.7,0.0,0.6,0.3,0.0,6,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
85,22,175,35.0,37.0,6.0,1728.0,5,4,87.0,1,6.62,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.2,1.3,0.8,0.1,0.1,0.0,0.4,0.1,1.7,1.2,0.3,8,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
86,26,189,3.0,13.0,5.0,907.0,1,1,83.5,0,6.48,0.0,0.0,0.0,0.0,0.1,0.7,0.1,0.4,3.6,0.3,0.8,0.0,0.1,0.0,0.8,0.0,0.3,0.2,0.1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
87,31,191,8.0,1.0,5.0,1195.0,1,1,93.9,0,6.88,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.5,3.3,0.2,0.8,0.1,0.0,0.0,1.0,0.1,0.3,0.1,0.3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
88,27,185,22.0,37.0,11.0,1792.0,13,0,71.2,2,6.63,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.2,0.9,0.7,0.2,0.2,0.0,0.1,0.5,1.2,0.9,0.3,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
89,26,178,40.0,37.0,11.0,1003.0,1,6,90.5,2,6.74,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.6,0.4,0.7,0.4,0.0,0.0,0.0,0.5,0.0,0.7,0.9,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
90,23,179,7.0,1.0,13.0,867.0,1,3,75.6,0,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.5,0.7,0.0,0.0,0.0,0.5,0.0,1.0,0.6,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
91,19,186,2.0,25.0,13.0,205.0,0,0,84.2,0,6.18,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,2.7,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
92,22,183,9.0,37.0,14.0,908.0,1,1,74.6,0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,1.2,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.7,0.3,0.1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
93,25,180,6.0,25.0,1.0,1522.0,3,0,81.0,1,6.77,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,2.1,1.9,0.6,0.0,0.1,0.1,0.8,0.2,1.5,0.4,0.1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
